                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4141,                 2.3588,                  1.718,                0.66304,                0.49993,                0.51181,                0.26791,                 1.5284,                 2.6817,                 2.0623,             0.00054826,             0.00054826,             0.00054826
