                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2265,                  1.335,                 1.5232,                0.81131,                0.60061,                0.76867,                0.43777,                 1.4142,                 1.6039,                  1.868,             0.00054826,             0.00054826,             0.00054826
